time            X               S               e2              Y               L              
1.545090180e+02 4.987527981e+00 4.987527981e+00 9.710577475e-04 5.011500961e+00 5.011500961e+00
1.551102204e+02 4.977820653e+00 4.977820653e+00 9.672811952e-04 5.021212066e+00 5.021212066e+00
1.557114228e+02 4.968151033e+00 4.968151033e+00 9.635264115e-04 5.030885440e+00 5.030885440e+00
1.563126253e+02 4.958518904e+00 4.958518904e+00 9.597931336e-04 5.040521302e+00 5.040521302e+00
1.569138277e+02 4.948924048e+00 4.948924048e+00 9.560810843e-04 5.050119871e+00 5.050119871e+00
1.575150301e+02 4.939366249e+00 4.939366249e+00 9.523899707e-04 5.059681361e+00 5.059681361e+00
1.581162325e+02 4.929845291e+00 4.929845291e+00 9.487206736e-04 5.069205988e+00 5.069205988e+00
1.587174349e+02 4.920360963e+00 4.920360963e+00 9.450731218e-04 5.078693964e+00 5.078693964e+00
1.593186373e+02 4.910913054e+00 4.910913054e+00 9.414469063e-04 5.088145499e+00 5.088145499e+00
1.599198397e+02 4.901501354e+00 4.901501354e+00 9.378420356e-04 5.097560804e+00 5.097560804e+00
1.605210421e+02 4.892125656e+00 4.892125656e+00 9.342585508e-04 5.106940086e+00 5.106940086e+00
1.611222445e+02 4.882785752e+00 4.882785752e+00 9.306965283e-04 5.116283551e+00 5.116283551e+00
1.617234469e+02 4.873481440e+00 4.873481440e+00 9.271560821e-04 5.125591404e+00 5.125591404e+00
1.623246493e+02 4.864212517e+00 4.864212517e+00 9.236335899e-04 5.134863849e+00 5.134863849e+00
1.629258517e+02 4.854978781e+00 4.854978781e+00 9.201303949e-04 5.144101089e+00 5.144101089e+00
1.635270541e+02 4.845780032e+00 4.845780032e+00 9.166462653e-04 5.153303322e+00 5.153303322e+00
1.641282565e+02 4.836616072e+00 4.836616072e+00 9.131807830e-04 5.162470747e+00 5.162470747e+00
1.647294589e+02 4.827486704e+00 4.827486704e+00 9.097335087e-04 5.171603562e+00 5.171603562e+00
1.653306613e+02 4.818391733e+00 4.818391733e+00 9.063044592e-04 5.180701963e+00 5.180701963e+00
1.659318637e+02 4.809330962e+00 4.809330962e+00 9.028962315e-04 5.189766142e+00 5.189766142e+00
1.665330661e+02 4.800304200e+00 4.800304200e+00 8.995075886e-04 5.198796293e+00 5.198796293e+00
1.671342685e+02 4.791311255e+00 4.791311255e+00 8.961388418e-04 5.207792606e+00 5.207792606e+00
1.677354709e+02 4.782351938e+00 4.782351938e+00 8.927903767e-04 5.216755271e+00 5.216755271e+00
1.683366733e+02 4.773426061e+00 4.773426061e+00 8.894616463e-04 5.225684477e+00 5.225684477e+00
1.689378758e+02 4.764533436e+00 4.764533436e+00 8.861515995e-04 5.234580412e+00 5.234580412e+00
1.695390782e+02 4.755673879e+00 4.755673879e+00 8.828611169e-04 5.243443260e+00 5.243443260e+00
1.701402806e+02 4.746847205e+00 4.746847205e+00 8.795902235e-04 5.252273205e+00 5.252273205e+00
1.707414830e+02 4.738053231e+00 4.738053231e+00 8.763389456e-04 5.261070430e+00 5.261070430e+00
1.713426854e+02 4.729291777e+00 4.729291777e+00 8.731049641e-04 5.269835118e+00 5.269835118e+00
1.719438878e+02 4.720562663e+00 4.720562663e+00 8.698874956e-04 5.278567450e+00 5.278567450e+00
1.725450902e+02 4.711865710e+00 4.711865710e+00 8.666864349e-04 5.287267603e+00 5.287267603e+00
1.731462926e+02 4.703200743e+00 4.703200743e+00 8.635009176e-04 5.295935756e+00 5.295935756e+00
1.737474950e+02 4.694567585e+00 4.694567585e+00 8.603299846e-04 5.304572085e+00 5.304572085e+00
1.743486974e+02 4.685966059e+00 4.685966059e+00 8.571774463e-04 5.313176764e+00 5.313176764e+00
1.749498998e+02 4.677395992e+00 4.677395992e+00 8.540418538e-04 5.321749966e+00 5.321749966e+00
1.755511022e+02 4.668857212e+00 4.668857212e+00 8.509235074e-04 5.330291864e+00 5.330291864e+00
1.761523046e+02 4.660349548e+00 4.660349548e+00 8.478228607e-04 5.338802629e+00 5.338802629e+00
1.767535070e+02 4.651872830e+00 4.651872830e+00 8.447395764e-04 5.347282431e+00 5.347282431e+00
1.773547094e+02 4.643426888e+00 4.643426888e+00 8.416745120e-04 5.355731438e+00 5.355731438e+00
1.779559118e+02 4.635011555e+00 4.635011555e+00 8.386282271e-04 5.364149817e+00 5.364149817e+00
1.785571142e+02 4.626626665e+00 4.626626665e+00 8.356005505e-04 5.372537734e+00 5.372537734e+00
1.791583166e+02 4.618272056e+00 4.618272056e+00 8.325871167e-04 5.380895357e+00 5.380895357e+00
1.797595190e+02 4.609947562e+00 4.609947562e+00 8.295890666e-04 5.389222848e+00 5.389222848e+00
1.803607214e+02 4.601653023e+00 4.601653023e+00 8.266053523e-04 5.397520372e+00 5.397520372e+00
1.809619238e+02 4.593388276e+00 4.593388276e+00 8.236360430e-04 5.405788087e+00 5.405788087e+00
1.815631263e+02 4.585153160e+00 4.585153160e+00 8.206841503e-04 5.414026156e+00 5.414026156e+00
1.821643287e+02 4.576947516e+00 4.576947516e+00 8.177479700e-04 5.422234736e+00 5.422234736e+00
1.827655311e+02 4.568771187e+00 4.568771187e+00 8.148276520e-04 5.430413986e+00 5.430413986e+00
1.833667335e+02 4.560624015e+00 4.560624015e+00 8.119232478e-04 5.438564062e+00 5.438564062e+00
1.839679359e+02 4.552505844e+00 4.552505844e+00 8.090346978e-04 5.446685121e+00 5.446685121e+00
1.845691383e+02 4.544416520e+00 4.544416520e+00 8.061623644e-04 5.454777317e+00 5.454777317e+00
1.851703407e+02 4.536355890e+00 4.536355890e+00 8.033065124e-04 5.462840803e+00 5.462840803e+00
1.857715431e+02 4.528323801e+00 4.528323801e+00 8.004657410e-04 5.470875733e+00 5.470875733e+00
1.863727455e+02 4.520320102e+00 4.520320102e+00 7.976389179e-04 5.478882259e+00 5.478882259e+00
1.869739479e+02 4.512344643e+00 4.512344643e+00 7.948269420e-04 5.486860530e+00 5.486860530e+00
1.875751503e+02 4.504397275e+00 4.504397275e+00 7.920296051e-04 5.494810695e+00 5.494810695e+00
1.881763527e+02 4.496477850e+00 4.496477850e+00 7.892466836e-04 5.502732903e+00 5.502732903e+00
1.887775551e+02 4.488586222e+00 4.488586222e+00 7.864779657e-04 5.510627300e+00 5.510627300e+00
1.893787575e+02 4.480722241e+00 4.480722241e+00 7.837244189e-04 5.518494035e+00 5.518494035e+00
1.899799599e+02 4.472885764e+00 4.472885764e+00 7.809853379e-04 5.526333251e+00 5.526333251e+00
1.905811623e+02 4.465076648e+00 4.465076648e+00 7.782606540e-04 5.534145092e+00 5.534145092e+00
1.911823647e+02 4.457294749e+00 4.457294749e+00 7.755503052e-04 5.541929701e+00 5.541929701e+00
1.917835671e+02 4.449539926e+00 4.449539926e+00 7.728542362e-04 5.549687220e+00 5.549687220e+00
1.923847695e+02 4.441812037e+00 4.441812037e+00 7.701720362e-04 5.557417791e+00 5.557417791e+00
1.929859719e+02 4.434110942e+00 4.434110942e+00 7.675033449e-04 5.565121555e+00 5.565121555e+00
1.935871743e+02 4.426436502e+00 4.426436502e+00 7.648482303e-04 5.572798650e+00 5.572798650e+00
1.941883768e+02 4.418788579e+00 4.418788579e+00 7.622065217e-04 5.580449214e+00 5.580449214e+00
1.947895792e+02 4.411167037e+00 4.411167037e+00 7.595780411e-04 5.588073385e+00 5.588073385e+00
1.953907816e+02 4.403571740e+00 4.403571740e+00 7.569626346e-04 5.595671298e+00 5.595671298e+00
1.959919840e+02 4.396002548e+00 4.396002548e+00 7.543615967e-04 5.603243090e+00 5.603243090e+00
1.965931864e+02 4.388459330e+00 4.388459330e+00 7.517741974e-04 5.610788895e+00 5.610788895e+00
1.971943888e+02 4.380941953e+00 4.380941953e+00 7.492004927e-04 5.618308846e+00 5.618308846e+00
1.977955912e+02 4.373450284e+00 4.373450284e+00 7.466405579e-04 5.625803076e+00 5.625803076e+00
1.983967936e+02 4.365984190e+00 4.365984190e+00 7.440944885e-04 5.633271715e+00 5.633271715e+00
1.989979960e+02 4.358543543e+00 4.358543543e+00 7.415614591e-04 5.640714896e+00 5.640714896e+00
1.995991984e+02 4.351128210e+00 4.351128210e+00 7.390407714e-04 5.648132749e+00 5.648132749e+00
2.002004008e+02 4.343738064e+00 4.343738064e+00 7.365328488e-04 5.655525403e+00 5.655525403e+00
2.008016032e+02 4.336372977e+00 4.336372977e+00 7.340374937e-04 5.662892986e+00 5.662892986e+00
2.014028056e+02 4.329032821e+00 4.329032821e+00 7.315544919e-04 5.670235624e+00 5.670235624e+00
2.020040080e+02 4.321717472e+00 4.321717472e+00 7.290836372e-04 5.677553444e+00 5.677553444e+00
2.026052104e+02 4.314426800e+00 4.314426800e+00 7.266258972e-04 5.684846574e+00 5.684846574e+00
2.032064128e+02 4.307160683e+00 4.307160683e+00 7.241805750e-04 5.692115136e+00 5.692115136e+00
2.038076152e+02 4.299918998e+00 4.299918998e+00 7.217476045e-04 5.699359255e+00 5.699359255e+00
2.044088176e+02 4.292701620e+00 4.292701620e+00 7.193269250e-04 5.706579053e+00 5.706579053e+00
2.050100200e+02 4.285508428e+00 4.285508428e+00 7.169184815e-04 5.713774653e+00 5.713774653e+00
2.056112224e+02 4.278339301e+00 4.278339301e+00 7.145219399e-04 5.720946177e+00 5.720946177e+00
2.062124248e+02 4.271194117e+00 4.271194117e+00 7.121370020e-04 5.728093746e+00 5.728093746e+00
2.068136273e+02 4.264072758e+00 4.264072758e+00 7.097637112e-04 5.735217479e+00 5.735217479e+00
2.074148297e+02 4.256975103e+00 4.256975103e+00 7.074019210e-04 5.742317495e+00 5.742317495e+00
2.080160321e+02 4.249901037e+00 4.249901037e+00 7.050514799e-04 5.749393912e+00 5.749393912e+00
2.086172345e+02 4.242850441e+00 4.242850441e+00 7.027122565e-04 5.756446847e+00 5.756446847e+00
2.092184369e+02 4.235823196e+00 4.235823196e+00 7.003854575e-04 5.763476419e+00 5.763476419e+00
2.098196393e+02 4.228819188e+00 4.228819188e+00 6.980704257e-04 5.770482741e+00 5.770482741e+00
2.104208417e+02 4.221838303e+00 4.221838303e+00 6.957672279e-04 5.777465930e+00 5.777465930e+00
2.110220441e+02 4.214880425e+00 4.214880425e+00 6.934759503e-04 5.784426099e+00 5.784426099e+00
2.116232465e+02 4.207945441e+00 4.207945441e+00 6.911966979e-04 5.791363362e+00 5.791363362e+00
2.122244489e+02 4.201033239e+00 4.201033239e+00 6.889287087e-04 5.798277833e+00 5.798277833e+00
2.128256513e+02 4.194143705e+00 4.194143705e+00 6.866713290e-04 5.805169623e+00 5.805169623e+00
2.134268537e+02 4.187276730e+00 4.187276730e+00 6.844249791e-04 5.812038845e+00 5.812038845e+00
2.140280561e+02 4.180432203e+00 4.180432203e+00 6.821894881e-04 5.818885608e+00 5.818885608e+00
2.146292585e+02 4.173610013e+00 4.173610013e+00 6.799646698e-04 5.825710022e+00 5.825710022e+00
2.152304609e+02 4.166810053e+00 4.166810053e+00 6.777503420e-04 5.832512196e+00 5.832512196e+00
2.158316633e+02 4.160032212e+00 4.160032212e+00 6.755473492e-04 5.839292241e+00 5.839292241e+00
2.164328657e+02 4.153276382e+00 4.153276382e+00 6.733550810e-04 5.846050263e+00 5.846050263e+00
2.170340681e+02 4.146542458e+00 4.146542458e+00 6.711734767e-04 5.852786369e+00 5.852786369e+00
2.176352705e+02 4.139830333e+00 4.139830333e+00 6.690024797e-04 5.859500665e+00 5.859500665e+00
2.182364729e+02 4.133139901e+00 4.133139901e+00 6.668420370e-04 5.866193257e+00 5.866193257e+00
2.188376754e+02 4.126471058e+00 4.126471058e+00 6.646918997e-04 5.872864250e+00 5.872864250e+00
2.194388778e+02 4.119823697e+00 4.119823697e+00 6.625518414e-04 5.879513751e+00 5.879513751e+00
2.200400802e+02 4.113197718e+00 4.113197718e+00 6.604218797e-04 5.886141861e+00 5.886141861e+00
2.206412826e+02 4.106593015e+00 4.106593015e+00 6.583018973e-04 5.892748683e+00 5.892748683e+00
2.212424850e+02 4.100009488e+00 4.100009488e+00 6.561917731e-04 5.899334320e+00 5.899334320e+00
2.218436874e+02 4.093447035e+00 4.093447035e+00 6.540914047e-04 5.905898873e+00 5.905898873e+00
2.224448898e+02 4.086905552e+00 4.086905552e+00 6.520018897e-04 5.912442446e+00 5.912442446e+00
2.230460922e+02 4.080384940e+00 4.080384940e+00 6.499224616e-04 5.918965137e+00 5.918965137e+00
2.236472946e+02 4.073885100e+00 4.073885100e+00 6.478531096e-04 5.925467047e+00 5.925467047e+00
2.242484970e+02 4.067405933e+00 4.067405933e+00 6.457938292e-04 5.931948273e+00 5.931948273e+00
2.248496994e+02 4.060947341e+00 4.060947341e+00 6.437446220e-04 5.938408914e+00 5.938408914e+00
2.254509018e+02 4.054509226e+00 4.054509226e+00 6.417054958e-04 5.944849069e+00 5.944849069e+00
2.260521042e+02 4.048091491e+00 4.048091491e+00 6.396764644e-04 5.951268833e+00 5.951268833e+00
2.266533066e+02 4.041694037e+00 4.041694037e+00 6.376567087e-04 5.957668306e+00 5.957668306e+00
2.272545090e+02 4.035316770e+00 4.035316770e+00 6.356461958e-04 5.964047584e+00 5.964047584e+00
2.278557114e+02 4.028959594e+00 4.028959594e+00 6.336451291e-04 5.970406761e+00 5.970406761e+00
2.284569138e+02 4.022622414e+00 4.022622414e+00 6.316534088e-04 5.976745932e+00 5.976745932e+00
2.290581162e+02 4.016305138e+00 4.016305138e+00 6.296709309e-04 5.983065191e+00 5.983065191e+00
2.296593186e+02 4.010007671e+00 4.010007671e+00 6.276975870e-04 5.989364631e+00 5.989364631e+00
2.302605210e+02 4.003729921e+00 4.003729921e+00 6.257332645e-04 5.995644345e+00 5.995644345e+00
2.308617234e+02 3.997471795e+00 3.997471795e+00 6.237780978e-04 6.001904427e+00 6.001904427e+00
2.314629259e+02 3.991233198e+00 3.991233198e+00 6.218324275e-04 6.008144970e+00 6.008144970e+00
2.320641283e+02 3.985014041e+00 3.985014041e+00 6.198958475e-04 6.014366063e+00 6.014366063e+00
2.326653307e+02 3.978814234e+00 3.978814234e+00 6.179683132e-04 6.020567798e+00 6.020567798e+00
2.332665331e+02 3.972633686e+00 3.972633686e+00 6.160497823e-04 6.026750264e+00 6.026750264e+00
2.338677355e+02 3.966472309e+00 3.966472309e+00 6.141402148e-04 6.032913551e+00 6.032913551e+00
2.344689379e+02 3.960330014e+00 3.960330014e+00 6.122395731e-04 6.039057747e+00 6.039057747e+00
2.350701403e+02 3.954206712e+00 3.954206712e+00 6.103478183e-04 6.045182941e+00 6.045182941e+00
2.356713427e+02 3.948102311e+00 3.948102311e+00 6.084646686e-04 6.051289224e+00 6.051289224e+00
2.362725451e+02 3.942016728e+00 3.942016728e+00 6.065902216e-04 6.057376682e+00 6.057376682e+00
2.368737475e+02 3.935949874e+00 3.935949874e+00 6.047244236e-04 6.063445401e+00 6.063445401e+00
2.374749499e+02 3.929901665e+00 3.929901665e+00 6.028672210e-04 6.069495468e+00 6.069495468e+00
2.380761523e+02 3.923872014e+00 3.923872014e+00 6.010185607e-04 6.075526968e+00 6.075526968e+00
2.386773547e+02 3.917860836e+00 3.917860836e+00 5.991783898e-04 6.081539986e+00 6.081539986e+00
2.392785571e+02 3.911868047e+00 3.911868047e+00 5.973466556e-04 6.087534606e+00 6.087534606e+00
2.398797595e+02 3.905893562e+00 3.905893562e+00 5.955233088e-04 6.093510915e+00 6.093510915e+00
2.404809619e+02 3.899937294e+00 3.899937294e+00 5.937082995e-04 6.099468998e+00 6.099468998e+00
2.410821643e+02 3.893999163e+00 3.893999163e+00 5.919015739e-04 6.105408935e+00 6.105408935e+00
2.416833667e+02 3.888079087e+00 3.888079087e+00 5.901030812e-04 6.111330810e+00 6.111330810e+00
2.422845691e+02 3.882176983e+00 3.882176983e+00 5.883127709e-04 6.117234705e+00 6.117234705e+00
2.428857715e+02 3.876292769e+00 3.876292769e+00 5.865305928e-04 6.123120701e+00 6.123120701e+00
2.434869739e+02 3.870426365e+00 3.870426365e+00 5.847564973e-04 6.128988879e+00 6.128988879e+00
2.440881764e+02 3.864577689e+00 3.864577689e+00 5.829904374e-04 6.134839320e+00 6.134839320e+00
2.446893788e+02 3.858746660e+00 3.858746660e+00 5.812323690e-04 6.140672107e+00 6.140672107e+00
2.452905812e+02 3.852933200e+00 3.852933200e+00 5.794822405e-04 6.146487318e+00 6.146487318e+00
2.458917836e+02 3.847137228e+00 3.847137228e+00 5.777400045e-04 6.152285032e+00 6.152285032e+00
2.464929860e+02 3.841358667e+00 3.841358667e+00 5.760056142e-04 6.158065328e+00 6.158065328e+00
2.470941884e+02 3.835597438e+00 3.835597438e+00 5.742790233e-04 6.163828283e+00 6.163828283e+00
2.476953908e+02 3.829853463e+00 3.829853463e+00 5.725601860e-04 6.169573977e+00 6.169573977e+00
2.482965932e+02 3.824126665e+00 3.824126665e+00 5.708490570e-04 6.175302486e+00 6.175302486e+00
2.488977956e+02 3.818416967e+00 3.818416967e+00 5.691455899e-04 6.181013887e+00 6.181013887e+00
2.494989980e+02 3.812724293e+00 3.812724293e+00 5.674497272e-04 6.186708257e+00 6.186708257e+00
2.501002004e+02 3.807048566e+00 3.807048566e+00 5.657614320e-04 6.192385673e+00 6.192385673e+00
2.507014028e+02 3.801389711e+00 3.801389711e+00 5.640806595e-04 6.198046209e+00 6.198046209e+00
2.513026052e+02 3.795747652e+00 3.795747652e+00 5.624073650e-04 6.203689940e+00 6.203689940e+00
2.519038076e+02 3.790122316e+00 3.790122316e+00 5.607415043e-04 6.209316943e+00 6.209316943e+00
2.525050100e+02 3.784513627e+00 3.784513627e+00 5.590830335e-04 6.214927290e+00 6.214927290e+00
2.531062124e+02 3.778921512e+00 3.778921512e+00 5.574319090e-04 6.220521057e+00 6.220521057e+00
2.537074148e+02 3.773345896e+00 3.773345896e+00 5.557880876e-04 6.226098316e+00 6.226098316e+00
2.543086172e+02 3.767786710e+00 3.767786710e+00 5.541515266e-04 6.231659139e+00 6.231659139e+00
2.549098196e+02 3.762243879e+00 3.762243879e+00 5.525221834e-04 6.237203599e+00 6.237203599e+00
2.555110220e+02 3.756717331e+00 3.756717331e+00 5.509000159e-04 6.242731769e+00 6.242731769e+00
2.561122244e+02 3.751206994e+00 3.751206994e+00 5.492849824e-04 6.248243721e+00 6.248243721e+00
2.567134269e+02 3.745712797e+00 3.745712797e+00 5.476770416e-04 6.253739526e+00 6.253739526e+00
2.573146293e+02 3.740234669e+00 3.740234669e+00 5.460761522e-04 6.259219254e+00 6.259219254e+00
2.579158317e+02 3.734772540e+00 3.734772540e+00 5.444822738e-04 6.264682978e+00 6.264682978e+00
2.585170341e+02 3.729326339e+00 3.729326339e+00 5.428953660e-04 6.270130766e+00 6.270130766e+00
2.591182365e+02 3.723895997e+00 3.723895997e+00 5.413153830e-04 6.275562687e+00 6.275562687e+00
2.597194389e+02 3.718481447e+00 3.718481447e+00 5.397422849e-04 6.280978811e+00 6.280978811e+00
2.603206413e+02 3.713082617e+00 3.713082617e+00 5.381760332e-04 6.286379207e+00 6.286379207e+00
2.609218437e+02 3.707699441e+00 3.707699441e+00 5.366165880e-04 6.291763943e+00 6.291763943e+00
2.615230461e+02 3.702331849e+00 3.702331849e+00 5.350639095e-04 6.297133087e+00 6.297133087e+00
2.621242485e+02 3.696979774e+00 3.696979774e+00 5.335179578e-04 6.302486708e+00 6.302486708e+00
2.627254509e+02 3.691643150e+00 3.691643150e+00 5.319786937e-04 6.307824872e+00 6.307824872e+00
2.633266533e+02 3.686321908e+00 3.686321908e+00 5.304460779e-04 6.313147646e+00 6.313147646e+00
2.639278557e+02 3.681015984e+00 3.681015984e+00 5.289200758e-04 6.318455096e+00 6.318455096e+00
2.645290581e+02 3.675725310e+00 3.675725310e+00 5.274006528e-04 6.323747289e+00 6.323747289e+00
2.651302605e+02 3.670449822e+00 3.670449822e+00 5.258877677e-04 6.329024290e+00 6.329024290e+00
2.657314629e+02 3.665189453e+00 3.665189453e+00 5.243813831e-04 6.334286165e+00 6.334286165e+00
2.663326653e+02 3.659944140e+00 3.659944140e+00 5.228814624e-04 6.339532978e+00 6.339532978e+00
2.669338677e+02 3.654713818e+00 3.654713818e+00 5.213879692e-04 6.344764794e+00 6.344764794e+00
2.675350701e+02 3.649498421e+00 3.649498421e+00 5.199008672e-04 6.349981678e+00 6.349981678e+00
2.681362725e+02 3.644297888e+00 3.644297888e+00 5.184201208e-04 6.355183692e+00 6.355183692e+00
2.687374749e+02 3.639112154e+00 3.639112154e+00 5.169456925e-04 6.360370901e+00 6.360370901e+00
2.693386774e+02 3.633941155e+00 3.633941155e+00 5.154775398e-04 6.365543367e+00 6.365543367e+00
2.699398798e+02 3.628784830e+00 3.628784830e+00 5.140156320e-04 6.370701154e+00 6.370701154e+00
2.705410822e+02 3.623643117e+00 3.623643117e+00 5.125599334e-04 6.375844323e+00 6.375844323e+00
2.711422846e+02 3.618515952e+00 3.618515952e+00 5.111104084e-04 6.380972938e+00 6.380972938e+00
2.717434870e+02 3.613403275e+00 3.613403275e+00 5.096670218e-04 6.386087058e+00 6.386087058e+00
2.723446894e+02 3.608305023e+00 3.608305023e+00 5.082297383e-04 6.391186747e+00 6.391186747e+00
2.729458918e+02 3.603221138e+00 3.603221138e+00 5.067985231e-04 6.396272064e+00 6.396272064e+00
2.735470942e+02 3.598151556e+00 3.598151556e+00 5.053733417e-04 6.401343070e+00 6.401343070e+00
2.741482966e+02 3.593096219e+00 3.593096219e+00 5.039541738e-04 6.406399827e+00 6.406399827e+00
2.747494990e+02 3.588055066e+00 3.588055066e+00 5.025409753e-04 6.411442393e+00 6.411442393e+00
2.753507014e+02 3.583028038e+00 3.583028038e+00 5.011337128e-04 6.416470828e+00 6.416470828e+00
2.759519038e+02 3.578015076e+00 3.578015076e+00 4.997323530e-04 6.421485192e+00 6.421485192e+00
2.765531062e+02 3.573016120e+00 3.573016120e+00 4.983368628e-04 6.426485543e+00 6.426485543e+00
2.771543086e+02 3.568031111e+00 3.568031111e+00 4.969472093e-04 6.431471941e+00 6.431471941e+00
2.777555110e+02 3.563059993e+00 3.563059993e+00 4.955633599e-04 6.436444444e+00 6.436444444e+00
2.783567134e+02 3.558102706e+00 3.558102706e+00 4.941852822e-04 6.441403109e+00 6.441403109e+00
2.789579158e+02 3.553159193e+00 3.553159193e+00 4.928129438e-04 6.446347994e+00 6.446347994e+00
2.795591182e+02 3.548229396e+00 3.548229396e+00 4.914463127e-04 6.451279158e+00 6.451279158e+00
2.801603206e+02 3.543313259e+00 3.543313259e+00 4.900853569e-04 6.456196656e+00 6.456196656e+00
2.807615230e+02 3.538410724e+00 3.538410724e+00 4.887300450e-04 6.461100546e+00 6.461100546e+00
2.813627255e+02 3.533521738e+00 3.533521738e+00 4.873803516e-04 6.465990882e+00 6.465990882e+00
2.819639279e+02 3.528646241e+00 3.528646241e+00 4.860362413e-04 6.470867723e+00 6.470867723e+00
2.825651303e+02 3.523784180e+00 3.523784180e+00 4.846976833e-04 6.475731123e+00 6.475731123e+00
2.831663327e+02 3.518935497e+00 3.518935497e+00 4.833646470e-04 6.480581138e+00 6.480581138e+00
2.837675351e+02 3.514100139e+00 3.514100139e+00 4.820371019e-04 6.485417824e+00 6.485417824e+00
2.843687375e+02 3.509278050e+00 3.509278050e+00 4.807150179e-04 6.490241234e+00 6.490241234e+00
2.849699399e+02 3.504469176e+00 3.504469176e+00 4.793983650e-04 6.495051425e+00 6.495051425e+00
2.855711423e+02 3.499673462e+00 3.499673462e+00 4.780871134e-04 6.499848450e+00 6.499848450e+00
2.861723447e+02 3.494890855e+00 3.494890855e+00 4.767812335e-04 6.504632364e+00 6.504632364e+00
2.867735471e+02 3.490121300e+00 3.490121300e+00 4.754806958e-04 6.509403219e+00 6.509403219e+00
2.873747495e+02 3.485364744e+00 3.485364744e+00 4.741854712e-04 6.514161070e+00 6.514161070e+00
2.879759519e+02 3.480621135e+00 3.480621135e+00 4.728955305e-04 6.518905970e+00 6.518905970e+00
2.885771543e+02 3.475890420e+00 3.475890420e+00 4.716108484e-04 6.523637969e+00 6.523637969e+00
2.891783567e+02 3.471172547e+00 3.471172547e+00 4.703313940e-04 6.528357122e+00 6.528357122e+00
2.897795591e+02 3.466467462e+00 3.466467462e+00 4.690571389e-04 6.533063481e+00 6.533063481e+00
2.903807615e+02 3.461775114e+00 3.461775114e+00 4.677880550e-04 6.537757097e+00 6.537757097e+00
2.909819639e+02 3.457095452e+00 3.457095452e+00 4.665241145e-04 6.542438024e+00 6.542438024e+00
2.915831663e+02 3.452428424e+00 3.452428424e+00 4.652652895e-04 6.547106311e+00 6.547106311e+00
2.921843687e+02 3.447773978e+00 3.447773978e+00 4.640115525e-04 6.551762010e+00 6.551762010e+00
2.927855711e+02 3.443132065e+00 3.443132065e+00 4.627628762e-04 6.556405172e+00 6.556405172e+00
2.933867735e+02 3.438502633e+00 3.438502633e+00 4.615192335e-04 6.561035848e+00 6.561035848e+00
2.939879760e+02 3.433885631e+00 3.433885631e+00 4.602805972e-04 6.565654088e+00 6.565654088e+00
2.945891784e+02 3.429281011e+00 3.429281011e+00 4.590469407e-04 6.570259942e+00 6.570259942e+00
2.951903808e+02 3.424688722e+00 3.424688722e+00 4.578182374e-04 6.574853460e+00 6.574853460e+00
2.957915832e+02 3.420108716e+00 3.420108716e+00 4.565944597e-04 6.579434690e+00 6.579434690e+00
2.963927856e+02 3.415540943e+00 3.415540943e+00 4.553755822e-04 6.584003682e+00 6.584003682e+00
2.969939880e+02 3.410985353e+00 3.410985353e+00 4.541615785e-04 6.588560485e+00 6.588560485e+00
2.975951904e+02 3.406441899e+00 3.406441899e+00 4.529524229e-04 6.593105148e+00 6.593105148e+00
2.981963928e+02 3.401910532e+00 3.401910532e+00 4.517480893e-04 6.597637720e+00 6.597637720e+00
2.987975952e+02 3.397391203e+00 3.397391203e+00 4.505485523e-04 6.602158248e+00 6.602158248e+00
2.993987976e+02 3.392883865e+00 3.392883865e+00 4.493537864e-04 6.606666781e+00 6.606666781e+00
3.000000000e+02 3.388388470e+00 3.388388470e+00 4.481637662e-04 6.611163367e+00 6.611163367e+00
